date,return,weight,equity_weight,bond_weight
2002-03-31,0.02498144906692699,0.6664298428421053,0.6664298428421053,0.33357015715789473
2002-04-30,-0.04043854034610428,0.6664298428421053,0.6664298428421053,0.33357015715789473
2002-05-31,-0.005568475579623711,0.6664298428421053,0.6664298428421053,0.33357015715789473
2002-06-30,-0.047813848417652016,0.6664298428421053,0.6664298428421053,0.33357015715789473
2002-07-31,-0.05217546136851897,0.6664298428421053,0.6664298428421053,0.33357015715789473
2002-08-31,0.003722901861380657,0.6664298428421053,0.6664298428421053,0.33357015715789473
2002-09-30,-0.07288708473724247,0.6664298428421053,0.6664298428421053,0.33357015715789473
2002-10-31,0.058012362644471564,0.6664298428421053,0.6664298428421053,0.33357015715789473
2002-11-30,0.03837203762092733,0.6664298428421053,0.6664298428421053,0.33357015715789473
2002-12-31,-0.03986830358578298,0.6664298428421053,0.6664298428421053,0.33357015715789473
2003-01-31,-0.017941962532421876,0.6664298428421053,0.6664298428421053,0.33357015715789473
2003-02-28,-0.010998151489859363,0.6664298428421053,0.6664298428421053,0.33357015715789473
2003-03-31,0.005886649475109951,0.6664298428421053,0.6664298428421053,0.33357015715789473
2003-04-30,0.05432433071589029,0.6664298428421053,0.6664298428421053,0.33357015715789473
2003-05-31,0.03422893886904498,0.6664298428421053,0.6664298428421053,0.33357015715789473
2003-06-30,0.007795658149429937,0.6664298428421053,0.6664298428421053,0.33357015715789473
2003-07-31,0.0110788169418717,0.6664298428421053,0.6664298428421053,0.33357015715789473
2003-08-31,0.012183643646143338,0.6664298428421053,0.6664298428421053,0.33357015715789473
2003-09-30,-0.007695978890728445,0.6664298428421053,0.6664298428421053,0.33357015715789473
2003-10-31,0.03689483648374595,0.6664298428421053,0.6664298428421053,0.33357015715789473
2003-11-30,0.005009170737171641,0.6664298428421053,0.6664298428421053,0.33357015715789473
2003-12-31,0.0340956877498446,0.6664298428421053,0.6664298428421053,0.33357015715789473
2004-01-31,0.011769260828125754,0.6664298428421053,0.6664298428421053,0.33357015715789473
2004-02-29,0.008403318008665941,0.6664298428421053,0.6664298428421053,0.33357015715789473
2004-03-31,-0.010638006666120484,0.6664298428421053,0.6664298428421053,0.33357015715789473
2004-04-30,-0.010917494182563808,0.6664298428421053,0.6664298428421053,0.33357015715789473
2004-05-31,0.008352982307185335,0.6664298428421053,0.6664298428421053,0.33357015715789473
2004-06-30,0.012358165388416466,0.6664298428421053,0.6664298428421053,0.33357015715789473
