date,return,weight,equity_weight,bond_weight
2002-03-31,0.020028238343478284,0.5259020428078585,0.5259020428078585,0.47409795719214154
2002-04-30,-0.03160037428894562,0.5259020428078585,0.5259020428078585,0.47409795719214154
2002-05-31,-0.0040885134449864064,0.5259020428078585,0.5259020428078585,0.47409795719214154
2002-06-30,-0.03743277672097047,0.5259020428078585,0.5259020428078585,0.47409795719214154
2002-07-31,-0.04087291392434154,0.5259020428078585,0.5259020428078585,0.47409795719214154
2002-08-31,0.0032348366482625552,0.5259020428078585,0.5259020428078585,0.47409795719214154
2002-09-30,-0.057241748643628285,0.5259020428078585,0.5259020428078585,0.47409795719214154
2002-10-31,0.04603253247491092,0.5259020428078585,0.5259020428078585,0.47409795719214154
2002-11-30,0.030495037279408728,0.5259020428078585,0.5259020428078585,0.47409795719214154
2002-12-31,-0.031247028614752568,0.5259020428078585,0.5259020428078585,0.47409795719214154
2003-01-31,-0.013951249599054758,0.5259020428078585,0.5259020428078585,0.47409795719214154
2003-02-28,-0.008468141990049145,0.5259020428078585,0.5259020428078585,0.47409795719214154
2003-03-31,0.00484567494834077,0.5259020428078585,0.5259020428078585,0.47409795719214154
2003-04-30,0.043067709453534796,0.5259020428078585,0.5259020428078585,0.47409795719214154
2003-05-31,0.02720625026647173,0.5259020428078585,0.5259020428078585,0.47409795719214154
2003-06-30,0.006309964118517016,0.5259020428078585,0.5259020428078585,0.47409795719214154
2003-07-31,0.008911357685191617,0.5259020428078585,0.5259020428078585,0.47409795719214154
2003-08-31,0.009786727774018678,0.5259020428078585,0.5259020428078585,0.47409795719214154
2003-09-30,-0.005906217867175696,0.5259020428078585,0.5259020428078585,0.47409795719214154
2003-10-31,0.029283640769543137,0.5259020428078585,0.5259020428078585,0.47409795719214154
2003-11-30,0.004116325518646379,0.5259020428078585,0.5259020428078585,0.47409795719214154
2003-12-31,0.027072981811056062,0.5259020428078585,0.5259020428078585,0.47409795719214154
2004-01-31,0.009449181124633511,0.5259020428078585,0.5259020428078585,0.47409795719214154
2004-02-29,0.006800032135149402,0.5259020428078585,0.5259020428078585,0.47409795719214154
2004-03-31,-0.008227870226676513,0.5259020428078585,0.5259020428078585,0.47409795719214154
2004-04-30,-0.008443151493529946,0.5259020428078585,0.5259020428078585,0.47409795719214154
2004-05-31,0.006781397213012016,0.5259020428078585,0.5259020428078585,0.47409795719214154
2004-06-30,0.009985951469073509,0.5259020428078585,0.5259020428078585,0.47409795719214154
2004-07-31,-0.01746058761016852,0.5259020428078585,0.5259020428078585,0.47409795719214154
2004-08-31,0.0018310926457972654,0.5259020428078585,0.5259020428078585,0.47409795719214154
2004-09-30,0.005600087091926822,0.5259020428078585,0.5259020428078585,0.47409795719214154
2004-10-31,0.008124727313983438,0.5259020428078585,0.5259020428078585,0.47409795719214154
2004-11-30,0.021178189272364645,0.5259020428078585,0.5259020428078585,0.47409795719214154
2004-12-31,0.017946877127315356,0.5259020428078585,0.5259020428078585,0.47409795719214154
2005-01-31,-0.012308643485687661,0.5259020428078585,0.5259020428078585,0.47409795719214154
2005-02-28,0.011031753377171875,0.5259020428078585,0.5259020428078585,0.47409795719214154
2005-03-31,-0.008951731891443234,0.5259020428078585,0.5259020428078585,0.47409795719214154
2005-04-30,-0.009429411709677673,0.5259020428078585,0.5259020428078585,0.47409795719214154
2005-05-31,0.0169331251552825,0.5259020428078585,0.5259020428078585,0.47409795719214154
2005-06-30,0.0011615712227792472,0.5259020428078585,0.5259020428078585,0.47409795719214154
2005-07-31,0.020266930929667467,0.5259020428078585,0.5259020428078585,0.47409795719214154
2005-08-31,-0.004510999036002735,0.5259020428078585,0.5259020428078585,0.47409795719214154
2005-09-30,0.005057001552837373,0.5259020428078585,0.5259020428078585,0.47409795719214154
2005-10-31,-0.007757467063636073,0.5259020428078585,0.5259020428078585,0.47409795719214154
2005-11-30,0.020065025394802077,0.5259020428078585,0.5259020428078585,0.47409795719214154
2005-12-31,0.0011110659489842747,0.5259020428078585,0.5259020428078585,0.47409795719214154
2006-01-31,0.01515907735267838,0.5259020428078585,0.5259020428078585,0.47409795719214154
2006-02-28,0.0020635616055577283,0.5259020428078585,0.5259020428078585,0.47409795719214154
2006-03-31,0.007664553508868205,0.5259020428078585,0.5259020428078585,0.47409795719214154
2006-04-30,0.008277226023127799,0.5259020428078585,0.5259020428078585,0.47409795719214154
2006-05-31,-0.01433916481919734,0.5259020428078585,0.5259020428078585,0.47409795719214154
2006-06-30,0.0020249063141497283,0.5259020428078585,0.5259020428078585,0.47409795719214154
2006-07-31,0.004689555899659088,0.5259020428078585,0.5259020428078585,0.47409795719214154
2006-08-31,0.013183340359636078,0.5259020428078585,0.5259020428078585,0.47409795719214154
2006-09-30,0.01485140311178815,0.5259020428078585,0.5259020428078585,0.47409795719214154
2006-10-31,0.018577151288944802,0.5259020428078585,0.5259020428078585,0.47409795719214154
2006-11-30,0.010647084218358012,0.5259020428078585,0.5259020428078585,0.47409795719214154
2006-12-31,0.008617959264190353,0.5259020428078585,0.5259020428078585,0.47409795719214154
2007-01-31,0.00941651937745703,0.5259020428078585,0.5259020428078585,0.47409795719214154
2007-02-28,-0.00945031121887115,0.5259020428078585,0.5259020428078585,0.47409795719214154
2007-03-31,0.007239690032269852,0.5259020428078585,0.5259020428078585,0.47409795719214154
2007-04-30,0.024706509488914414,0.5259020428078585,0.5259020428078585,0.47409795719214154
2007-05-31,0.018986441927236287,0.5259020428078585,0.5259020428078585,0.47409795719214154
2007-06-30,-0.007465340221282836,0.5259020428078585,0.5259020428078585,0.47409795719214154
2007-07-31,-0.014859745373485837,0.5259020428078585,0.5259020428078585,0.47409795719214154
2007-08-31,0.008349266820835838,0.5259020428078585,0.5259020428078585,0.47409795719214154
2007-09-30,0.020333350242828344,0.5259020428078585,0.5259020428078585,0.47409795719214154
2007-10-31,0.009351717895144475,0.5259020428078585,0.5259020428078585,0.47409795719214154
2007-11-30,-0.021918019422161157,0.5259020428078585,0.5259020428078585,0.47409795719214154
2007-12-31,-0.0032102656411959196,0.5259020428078585,0.5259020428078585,0.47409795719214154
2008-01-31,-0.03139163639689861,0.5259020428078585,0.5259020428078585,0.47409795719214154
2008-02-29,-0.017550065136484962,0.5259020428078585,0.5259020428078585,0.47409795719214154
2008-03-31,-0.0025889442519490937,0.5259020428078585,0.5259020428078585,0.47409795719214154
2008-04-30,0.025569865403361803,0.5259020428078585,0.5259020428078585,0.47409795719214154
2008-05-31,0.0063602632813639015,0.5259020428078585,0.5259020428078585,0.47409795719214154
2008-06-30,-0.044457137009832955,0.5259020428078585,0.5259020428078585,0.47409795719214154
