date,inflation_actual,inflation_prediction,growth_actual,growth_prediction
1995-01-01,0.2030123449418441,0.16836639839814777,0.3547805075420518,0.41547865879915147
1995-02-01,0.1772759098425336,0.30173696574124964,0.3359612870604082,0.03773547449263326
1995-03-01,0.1843975849864731,0.18707152828774565,0.3171420665787646,0.2366307557717109
1995-04-01,0.2627282173073952,0.16644163965230474,0.298322846097121,0.2125398101876197
1995-05-01,0.1539668675144767,0.23204398880223698,0.4824570648108928,0.05045455957845402
1995-06-01,0.0975595334880452,0.15009090971438577,0.6665912835246646,0.4176386284962461
1995-07-01,0.1255223946719619,0.02823929722808738,0.8507255022384363,0.7079817135699153
1995-08-01,0.2153328810359456,0.08557832507320051,0.793511018510166,0.8443714872001966
1995-09-01,0.0691705421793198,0.1891182333698378,0.7362965347818958,0.6117302692780737
1995-10-01,0.2588425619530765,0.12947356820680156,0.6790820510536255,0.6567739036551614
1995-11-01,-0.0029337988294297,0.06405739746688682,0.7024047415780185,0.5726691132726651
1995-12-01,0.1921694611920488,0.15013523043468913,0.7257274321024113,0.6257474919620223
1996-01-01,0.2225475841874047,0.15577526399497854,0.7490501226268043,0.6566734375125023
1996-02-01,0.1577747910944893,0.05906599419093833,1.055348115714964,0.7850098196144626
1996-03-01,0.3019253208867978,0.17764554910654096,1.3616461088031238,0.9421182271192103
1996-04-01,0.2995622900519246,0.10241302041864841,1.6679441018912833,1.303363411126973
1996-05-01,0.1725312803560807,0.20244406600582188,1.4109739816378974,1.5958024214101236
1996-06-01,-0.0014473455682395,-0.03185307248748048,1.1540038613845116,1.1299601102171652
1996-07-01,0.2113155114269682,0.08170319430887174,0.8970337411311258,0.8742670793418257
1996-08-01,0.0953247541054747,0.22557083639939246,0.9441456708184194,0.47518523164354987
1996-09-01,0.2828160397096768,0.2760188620958004,0.9912576005057128,0.8432776663247993
1996-10-01,0.3021626210449213,0.2667885307923261,1.0383695301930065,0.8997918228650026
1996-11-01,0.1778823394396722,0.20484111619816048,0.9073940863279174,0.9602165211759222
1996-12-01,0.1159910071169889,0.08281036471116776,0.7764186424628283,0.7088568948828404
1997-01-01,0.1301599107474738,0.22553844313748161,0.6454431985977394,0.6071527613915184
1997-02-01,0.2085565316763071,0.09137469150723354,0.9853680759171072,0.5272305314542459
1997-03-01,0.1054867357557221,-0.040961476935744034,1.3252929532364752,1.169924386980961
1997-04-01,0.0982556069775819,-0.01707746288496237,1.665217830555843,1.4486205874802027
1997-05-01,-0.0455230887415614,0.019197832812398063,1.5263348787358726,1.736993791879089
1997-06-01,0.1280919985198414,0.3192982780122091,1.387451926915902,1.2640586921481514
1997-07-01,0.0596997953149935,0.05660017644851112,1.2485689750959317,1.2219966774200604
1997-08-01,0.0795522345654387,0.136778725759386,1.1169994076454692,1.0951377662450241
1997-09-01,0.2413058907026366,0.060542536144020165,0.9854298401950068,0.9883480626676415
1997-10-01,0.1302747097139622,0.05594841030266551,0.8538602727445443,0.8561120223249552
1997-11-01,0.0056567485009484,0.15946097268970205,0.9038245591904768,0.7684612323569573
1997-12-01,-0.0212116069913448,0.044130477842239335,0.9537888456364088,0.9778100384562078
1998-01-01,0.0495042502935083,0.07463271438900543,1.0037531320823412,0.9977030651827223
1998-02-01,-0.0523071703234623,0.02030670926564926,0.9777313813869926,1.0404243924822918
1998-03-01,0.0155589187965876,0.11964517945365594,0.9517096306916438,0.9618470896724121
1998-04-01,0.1244519869891158,0.06251453118264672,0.9256878799962952,0.9890696217300956
1998-05-01,0.1370095200429411,0.05078743940787911,1.0367720104545417,0.9441675516125485
1998-06-01,-0.0846322025530699,-0.025200866057856652,1.1478561409127876,1.1052768285842762
1998-07-01,0.2470530105174173,-0.020939350469780238,1.258940271371034,1.1922075347810113
1998-08-01,0.1380087311646294,0.105845394947775,1.3756923712334057,1.281463122988828
1998-09-01,-0.0576587725713118,-0.02625490860638513,1.4924444710957774,1.4283050054114907
1998-10-01,0.2195111655198589,0.16445341251723222,1.609196570958149,1.4678266770962436
1998-11-01,0.0042121224885116,0.14467598919973446,1.385942296879339,1.6039502602291784
1998-12-01,0.1010866818296651,0.061323798977554356,1.1626880228005287,1.2414539460155047
1999-01-01,0.1402563886784946,0.024203524426309686,0.9394337487217186,1.0318352061091094
1999-02-01,-0.056023978262687,0.10705698260240826,0.9045367977706942,0.8689974993761526
1999-03-01,0.0756747666694757,-0.020760121384299834,0.8696398468196698,1.0004761832717781
1999-04-01,0.4831120820030232,0.16893921748427543,0.8347428958686454,0.893374023462516
1999-05-01,0.0654988363504527,0.0775059099114952,0.9984563404143554,0.8953419617436196
1999-06-01,0.0306389616177238,-0.044980389361953144,1.1621697849600654,1.1408950149594488
1999-07-01,0.2659204187898556,0.006193457323270035,1.3258832295057754,1.3243396399554914
1999-08-01,0.18190149548023,0.11416137345566302,1.4308111818599774,1.3712298753088468
1999-09-01,0.3589843100293866,0.00989413900609537,1.5357391342141795,1.466313956665811
1999-10-01,0.1684919966301601,0.10911739216198768,1.6406670865683814,1.539632819510354
1999-11-01,0.0896193246839205,-0.003965654781169503,1.2147091939543813,1.7016704897762582
1999-12-01,0.2328016089484075,0.16985409015291353,0.788751301340381,0.8927665458201974
2000-01-01,0.2721163228563972,0.11150538689362,0.3627934087263806,0.5792742132714829
2000-02-01,0.3152369073888827,0.0570296699892352,0.8489582101960085,0.24984893254242801
