,return,weight,forecast
2000-01-31,-0.04533316998468599,0.9,0.008832135902386568
2000-02-29,0.0023241857780072596,0.1,-0.0085473724589528
2000-03-31,0.08753790620746178,0.9,0.009240759164079624
2000-04-30,0.001285417995702612,0.1,-0.008868738577019612
2000-05-31,0.0020310002375329467,0.1,-0.008577025763112074
2000-06-30,0.006803354920456137,0.1,-0.008661230919814635
2000-07-31,0.0030683737797332594,0.1,-0.008416657337531518
2000-08-31,0.010802403482594019,0.1,-0.008792040441367064
2000-09-30,-0.0006757947656950165,0.1,-0.008255927982341127
2000-10-31,-0.003922879420725642,0.9,0.008109420430502917
2000-11-30,-0.0035557086322928286,0.10242074132306805,-0.007379733983083026
2000-12-31,0.004817802949206432,0.10589002033585876,-0.007315338379769392
2001-01-31,0.007206159223801009,0.1,-0.007492827413570686
2001-02-28,-0.009351156122105325,0.13902725736772958,-0.006700256005896645
2001-03-31,-0.052719319732961456,0.8305689667118017,0.006135911228150969
2001-04-30,0.06636073159321335,0.8578177261108271,0.006641693638438226
2001-05-31,0.0033224841189304247,0.14404622694216013,-0.006607095561733278
2001-06-30,-0.0013916640210144553,0.15789844471886844,-0.0063499753019691536
2001-07-31,0.0006792023478466541,0.16587115697201338,-0.00620198846848173
2001-08-31,-0.010288130916001581,0.19571288671004544,-0.00564807620506387
2001-09-30,-0.061457339258779976,0.757940398142436,0.004787803891270112
2001-10-31,0.0056679862256883385,0.24157935248749274,-0.004796718120368639
2001-11-30,0.06013991995931726,0.7959625463676797,0.005493558362218651
2001-12-31,0.006326525704196849,0.7963196429313428,0.0055001866698795605
2002-01-31,-0.011898372139708175,0.7843105130099262,0.005277277193959557
2002-02-28,-0.003631207377695566,0.23015978217969513,-0.005008684386800912
2002-03-31,0.029184025025579503,0.7856613447748675,0.005302350883956213
2002-04-30,-0.014210586301482706,0.2494025254718193,-0.004651506985059176
2002-05-31,-0.0012567738542339805,0.2570180452751514,-0.004510150239039487
2002-06-30,-0.020473251477127582,0.29632220348314153,-0.00378059952512845
2002-07-31,-0.051818552832361996,0.6619922970899377,0.003006847147435603
2002-08-31,0.0037092352296434284,0.6624948324371612,0.003016175041430747
2002-09-30,-0.06628524855672233,0.6071315632088758,0.001988540449278775
2002-10-31,0.031244932096107996,0.35243806881105666,-0.002738995494453814
2002-11-30,0.03875301357512766,0.6732265561071193,0.003215373727317429
2002-12-31,-0.020882677202210553,0.35696189095323205,-0.0026550258122648275
2003-01-31,-0.009556984595002734,0.37116367798493716,-0.002391416964240022
2003-02-28,-0.0058464371349185714,0.3802810814406227,-0.002222182753322406
2003-03-31,0.005560419660929631,0.6223899966081861,0.0022717624157873413
2003-04-30,0.05363924372079294,0.6578772082629298,0.0029304642371169552
2003-05-31,0.01695807489374742,0.32083050667760843,-0.003325684551561184
2003-06-30,0.007966337698480451,0.6825739620482435,0.003388877167881565
2003-07-31,0.005611569087423694,0.31195936739503893,-0.0034903476887934975
2003-08-31,0.0060340721258884305,0.3058891301100165,-0.0036030214145978375
2003-09-30,-0.007960898482461305,0.6872307022430378,0.0034753140307608676
2003-10-31,0.01655959572709531,0.2909741649167118,-0.0038798680384881743
2003-11-30,0.0026162299102526175,0.28979713759617676,-0.003901715628187081
2003-12-31,0.037254107166307254,0.7296313688706195,0.004262341104200838
2004-01-31,0.0128982732239296,0.7348144021979297,0.004358546845185138
2004-02-29,0.00379139063606376,0.2621950034444371,-0.004414057263118121
2004-03-31,-0.003854515308194821,0.27090488355783227,-0.0042523873649566776
2004-04-30,-0.0041072291107159915,0.27964769967400155,-0.004090106119664734
2004-05-31,0.00898895589556541,0.7232972498862964,0.004144769294048929
2004-06-30,0.013405179143694913,0.7284539876442013,0.00424048694541862
2004-07-31,-0.024098433023418134,0.7128896289267991,0.0039515864948922435
2004-08-31,0.001602317660984768,0.2881723843049268,-0.003931873758461444
2004-09-30,0.007089286555242399,0.7134844866376926,0.003962628045899679
2004-10-31,0.00510930316317496,0.28316470935088983,-0.004024824555637133
2004-11-30,0.011799486042087387,0.2706061853616889,-0.004257931701540282
2004-12-31,0.009825498377552904,0.26056798818749294,-0.004444257379247474
2005-01-31,-0.005368065940704757,0.27243084180208665,-0.0042240630354899835
2005-02-28,0.006745517510364225,0.2677476835466779,-0.0043109902616249845
2005-03-31,-0.013174243543173512,0.7228232363595067,0.004135970812599641
2005-04-30,-0.013647123423438,0.7131457141540285,0.00395633986371797
2005-05-31,0.010131348738057919,0.2782076623988079,-0.0041168356126770654
2005-06-30,0.0018368757677204221,0.28042696635179837,-0.004075641630739535
2005-07-31,0.01175056589394387,0.26875146974360786,-0.004292358316050446
2005-08-31,-0.0073982464229485415,0.7298705417347638,0.004266780551367249
2005-09-30,0.005899767825254485,0.737089547414215,0.004400777334081722
2005-10-31,-0.0022364922500997205,0.26371522048472507,-0.004385839499970192
2005-11-30,0.011352843190378444,0.25274539643295646,-0.004589457725962863
2005-12-31,0.00015699052299048802,0.745108976839119,0.004549631316175367
2006-01-31,0.009154325239143387,0.24971785184441958,-0.004645654001793942
2006-02-28,0.002993435240048318,0.2521604766541359,-0.004600314812380058
2006-03-31,0.009276232015929543,0.7485862229456954,0.004614174802034365
2006-04-30,0.006023408980901312,0.2503965300220963,-0.004633056603156887
2006-05-31,-0.005113793778674197,0.26207051355826927,-0.004416368002985588
2006-06-30,0.0011683499024999762,0.7354114096002333,0.00436962829804964
2006-07-31,0.004863781824889163,0.7343528224689873,0.004349979155756583
2006-08-31,0.01680290980961639,0.7379953550750162,0.004417590634651771
2006-09-30,0.00934983453427847,0.2574185679835972,-0.004502715869720649
2006-10-31,0.02466357178219717,0.7490546916140866,0.004622870361666023
2006-11-30,0.013412543099196613,0.7511950564802438,0.004662599102525244
2006-12-31,0.010526421487798494,0.752226471895203,0.004681743892456641
2007-01-31,0.006679233996865999,0.24637094663016246,-0.004707778143355062
2007-02-28,-0.0023679801514475325,0.25502727372714684,-0.00454710227847498
2007-03-31,0.005672243780158445,0.2547154490348884,-0.004552890264714206
2007-04-30,0.013701983490651427,0.24516729491189215,-0.004730119926270688
2007-05-31,0.025722506176570202,0.7613665072385197,0.004851398188946148
2007-06-30,-0.0013535046924498628,0.24596606808794463,-0.004715293364211827
2007-07-31,-0.022696426361848845,0.7428930111617102,0.004508499298199029
2007-08-31,0.005777170123151036,0.25577845746416994,-0.004533159055757334
2007-09-30,0.02769850126082486,0.7517530134741492,0.00467295571469542
2007-10-31,0.006126977073168222,0.24643758755964745,-0.004706541176583654
2007-11-30,-0.031902308291034,0.7398430344114755,0.0044518866440424135
2007-12-31,-0.00022162763028595652,0.26439432767831184,-0.004373234138082485
2008-01-31,-0.01608828572191592,0.28220572915428366,-0.004042624827134064
2008-02-29,-0.009432106141146163,0.302284234685583,-0.003669934284644637
2008-03-31,-0.0010580987722479257,0.31058062832612643,-0.003515939384885787
2008-04-30,0.014982121409238689,0.2974964803060397,-0.003758802989251989
2008-05-31,0.007985623523508284,0.7045296796552036,0.0037964118966454705
2008-06-30,-0.026186124053358902,0.31719950422910637,-0.003393082011506755
2008-07-31,-0.0021852280944523444,0.31842159040376383,-0.0033703980543421178
2008-08-31,0.004826706208950579,0.31545219645514255,-0.003425514957333298
2008-09-30,-0.031528981117768945,0.3527338460676438,-0.002733505375378883
2008-10-31,-0.07088395650080075,0.4196936853683615,-0.0014906191060254277
2008-11-30,-0.03358812372059244,0.4488062969956623,-0.0009502404905079884
2008-12-31,0.004374968396859217,0.5541213071849715,0.0010045817057231306
2009-01-31,-0.04464479870365105,0.5223175360757495,0.00041425068285748026
2009-02-28,-0.05605322652505264,0.5108576515083652,0.00020153611654541746
2009-03-31,0.037863382803812004,0.44219875908365397,-0.0010728874118690974
2009-04-30,0.03788375400363952,0.40259810182491634,-0.001807941642558234
2009-05-31,0.020409370651458106,0.3831359566004421,-0.002169191510005314
2009-06-30,0.0001727366305434053,0.3840684256416852,-0.002151883329757847
2009-07-31,0.0476890152037475,0.6424906930560483,0.002644864858690337
2009-08-31,0.02197911327384396,0.6536264379912154,0.002851562852943037
2009-09-30,0.012032420421882647,0.3346490411361602,-0.0030691895103471664
2009-10-31,-0.006754146975638057,0.34315960842768356,-0.002911219190503079
2009-11-30,0.018613840838324392,0.32389715996252366,-0.0032687623531136743
2009-12-31,0.012117227868552304,0.6809718298880899,0.0033591389235198715
2010-01-31,-0.024620873452343775,0.6664935449085634,0.0030903978125380372
2010-02-28,0.01928459083882044,0.6750929196951413,0.00325001654757206
2010-03-31,0.018083832421870602,0.30599336237768526,-0.003601086689908202
2010-04-30,0.00455760590917525,0.3024938078132276,-0.00366604425794363
2010-05-31,-0.05472166767511082,0.6680733451786449,0.003119721539782769
2010-06-30,-0.01883709207420516,0.35140212654103153,-0.002758224310363522
2010-07-31,0.02274940887534707,0.3295480749605278,-0.003163871948153763
2010-08-31,-0.016368488120571945,0.34657556193614,-0.0028478133974673015
2010-09-30,0.059669966635125665,0.681058700330598,0.0033607513837846147
2010-10-31,0.025525085433052572,0.6917272327151003,0.003558777134045165
2010-11-30,-0.0015352799263284509,0.6895482949336014,0.0035183324155589383
2010-12-31,0.01906550895583609,0.2908817179793528,-0.0038815840077958542
2011-01-31,0.016222515046924676,0.7147909951547704,0.003986879022509355
2011-02-28,0.008932103584889143,0.2766781563602151,-0.004145225795122437
2011-03-31,-0.0007346157611731167,0.7213885820194318,0.004109341235838867
2011-04-30,0.0207735145058439,0.728696629584342,0.004244990784420021
2011-05-31,-0.0037047246960588837,0.27708248346166486,-0.004137720809925826
2011-06-30,-0.005171329801146636,0.2842241201686151,-0.0040051601243495695
2011-07-31,-0.006217036473783193,0.2922551736960916,-0.0038560903795296147
2011-08-31,-0.017640264658374167,0.3108189779748766,-0.003511515217969758
2011-09-30,-0.02392897244921417,0.3336037836594439,-0.003088591232025669
2011-10-31,0.07512894480119112,0.6974034927452831,0.0036641379850637914
2011-11-30,-0.0015390329261229035,0.3053824397285364,-0.003612426432957078
2011-12-31,0.0026067344749707614,0.3041383232740711,-0.0036355193088492567
2012-01-31,0.012792026975382547,0.29269801085867264,-0.00384787058338495
2012-02-29,0.01150567009937531,0.2822857293547082,-0.004041139890018153
2012-03-31,0.008648509115567323,0.27467429536020405,-0.004182420796613129
2012-04-30,-0.0020261373457397766,0.2782637926469379,-0.004115793741677601
2012-05-31,-0.01859415095214194,0.2974450699205673,-0.003759757251730411
2012-06-30,0.011428098600296225,0.2875663940654315,-0.003943121947762622
2012-07-31,0.009028821901802419,0.7146309751512001,0.003983908784418339
2012-08-31,0.00561138680809924,0.28120099095601214,-0.0040612744434409135
2012-09-30,0.006745915670850375,0.2758518344699929,-0.004160563707252289
2012-10-31,-0.014169837375655487,0.7173408620895074,0.0040342088045841025
2012-11-30,0.002059408407373723,0.7168042272963704,0.004024247968013812
2012-12-31,0.005082771953115925,0.7174271797073335,0.004035811003500941
2013-01-31,0.013672377038141519,0.27028224367294396,-0.0042639445994387395
2013-02-28,0.0030389045213914693,0.2686894843808645,-0.004293508867740224
2013-03-31,0.026629048075413296,0.7395243416762961,0.004445971175474482
2013-04-30,0.01344681967889351,0.7429107020358816,0.004508827670322232
2013-05-31,0.015517463562160763,0.746962901630779,0.004584043251628498
2013-06-30,-0.003850668583552583,0.25837092229551806,-0.004485038585691783
2013-07-31,0.012237659489494826,0.2469073013650545,-0.004697822505132781
2013-08-31,-0.023266373860105456,0.7435866281279326,0.0045213739856611165
2013-09-30,0.007454201937654964,0.25014573856684913,-0.004637711710747543
2013-10-31,0.033893227046898386,0.7598305646563339,0.004822888533519098
2013-11-30,0.021483408148768125,0.7654936017088363,0.004928003944023373
2013-12-31,0.005465312194631706,0.2300401569552234,-0.005010904830435738
2014-01-31,-0.027023636859059806,0.7595684378822328,0.004818023023509479
2014-02-28,0.033162147814533804,0.7688960177038506,0.00499115845823659
2014-03-31,0.001632290885377354,0.23084338835673512,-0.0049959955162785005
2014-04-30,0.004775669459663785,0.7692399158231298,0.004997541780762036
2014-05-31,0.004800612736173083,0.22704629378645375,-0.00506647592295398
2014-06-30,0.004292123143314337,0.22385252358824553,-0.0051257576232728265
2014-07-31,-0.0034333865622717154,0.22895848473270325,-0.00503098247051599
2014-08-31,0.008352771715367158,0.22130482369060295,-0.005173047181525683
2014-09-30,-0.003500495617926675,0.22646768864850847,-0.005077215799107204
2014-10-31,0.005165258393788168,0.2223471628030051,-0.005153699629555066
2014-11-30,0.005360271686115252,0.2179558245208258,-0.005235210190392813
2014-12-31,-0.000897092116458193,0.22038359119063572,-0.00519014679283074
2015-01-31,-0.02392633254843165,0.7709245315078561,0.005028811056876642
2015-02-28,0.011959513099675795,0.21763396492055698,-0.005241184441257382
2015-03-31,-0.013509720401928825,0.7769173319511554,0.0051400474257768305
2015-04-30,0.0019022500700971554,0.22248839350095423,-0.0051510781523065345
2015-05-31,0.0023297799699364967,0.22144646931691808,-0.0051704180025148065
2015-06-30,-0.0047760330511938415,0.22760904922771819,-0.005056030243599668
2015-07-31,0.015325702320528859,0.7755398309160424,0.005114478709656213
2015-08-31,-0.01496576696526551,0.2399527598201644,-0.004826910392530077
2015-09-30,-0.006535185899567735,0.24714406380459247,-0.004693427799466317
2015-10-31,0.01911987713926278,0.22978816951592934,-0.005015582137484542
2015-11-30,0.000257665845014404,0.23111206531440442,-0.004991008423939776
2015-12-31,-0.0042942439695681,0.2506620632935664,-0.004628127862875948
2016-01-31,-0.014888490002811306,0.2972630386419063,-0.00376313605578973
2016-02-29,-0.0010418911265187224,0.29906538315695086,-0.0037296815362779213
2016-03-31,0.018941118912300405,0.28512957203894584,-0.003988353427843917
2016-04-30,0.0019812675380857674,0.7145898765251989,0.003983145925390006
2016-05-31,0.011072697069329817,0.7170842681621455,0.0040294459934356874
2016-06-30,0.00041218729155565955,0.28360700836290564,-0.004016614748464296
2016-07-31,0.025821386448641268,0.7233070540325801,0.004144951275351841
2016-08-31,-0.00014020798193158421,0.2778843348071264,-0.004122837111910051
2016-09-30,-0.00017026800197551494,0.2790603077917857,-0.004101009092443045
2016-10-31,-0.013825109712366824,0.71583910119769,0.004006333618326422
2016-11-30,0.009779930881843596,0.27772270988550884,-0.004125837139956139
2016-12-31,0.005309189503208689,0.2747669376531038,-0.004180701201180867
2017-01-31,0.013139262223485677,0.7280914007951601,0.004233756728906336
2017-02-28,0.010181767191959972,0.26498920325657227,-0.004362192255426927
2017-03-31,-0.000117128244209017,0.7339021731084032,0.004341614352190564
2017-04-30,0.006856905669944518,0.7347856953726852,0.0043580139986415115
2017-05-31,0.0036555887773173598,0.2638515418026071,-0.004383309149001832
2017-06-30,0.0037699141979662776,0.7360844018329957,0.0043821201560680775
2017-07-31,0.014531851238204881,0.7390209151622196,0.004436626739936575
2017-08-31,0.000764351304186843,0.2619311795738909,-0.004418954274067579
2017-09-30,0.005654705532102473,0.2590383164290358,-0.004472650637729857
2017-10-31,0.006384644007650053,0.2555982666824267,-0.004536503697124931
2017-11-30,0.00784175406752242,0.2510121911677887,-0.004621628905710974
2017-12-31,0.003328202095900293,0.25017838003961945,-0.004637105830585025
2018-01-31,0.04298602872217934,0.7599672135902156,0.004825424965586693
2018-02-28,-0.0289040613712043,0.7509244659778608,0.004657576491605901
2018-03-31,-0.005799768661366464,0.2556446092208623,-0.004535643502337873
2018-04-30,0.0018557586065427118,0.2562977680885281,-0.004523519784646699
2018-05-31,0.006672711144694761,0.25321863756140245,-0.0045806735815147655
2018-06-30,0.0024280668201221794,0.25346831700117967,-0.004576039114785458
2018-07-31,0.010192372895217908,0.24761800430597702,-0.004684630673490313
2018-08-31,0.008683747916547723,0.2429553569764591,-0.004771177182639915
2018-09-30,0.002426014125269836,0.24339444449834896,-0.004763026986078802
2018-10-31,-0.01646783217060615,0.25812144563252337,-0.0044896692885458885
2018-11-30,0.006039916924514592,0.2559065235220317,-0.004530781936180154
2018-12-31,-0.06599847678314143,0.7252306811236485,0.004180657001706827
2019-01-31,0.02201176734679363,0.2608823541533115,-0.004438422222733534
