date,return,weight,forecast
2000-01-31,-0.01506858008499808,0.3566844482796627,-0.014818134198164107
2000-02-29,-0.004618065974232042,0.37852778265325937,-0.012559639176528617
2000-03-31,0.04654090186753966,0.45350630722298885,-0.004807222737992632
2000-04-30,-0.012271150737455147,0.4803129993029824,-0.0020355405591782685
2000-05-31,-0.008574165790166753,0.4985905903714737,-0.00014572613205608015
2000-06-30,0.01475203385110774,0.5176141215295103,0.0018212148889213409
2000-07-31,-0.006170454527682509,0.5283926542575872,0.002935662989680267
2000-08-31,0.03778387433245596,0.5866726091743263,0.008961528170762671
2000-09-30,-0.02571459572005343,0.5267399324733213,0.0027647795586952587
2000-10-31,4.2974856272741824e-05,0.5136965154414955,0.0014161533861681182
2000-11-30,-0.044712789501791,0.5852382205086548,0.008813219327199612
2000-12-31,0.004393957745405498,0.6016459776598126,0.01050970197990701
2001-01-31,0.01777271369662131,0.4466915385773205,-0.005511836822847907
2001-02-28,-0.04763006029808575,0.5363901693216071,0.0037625673280296743
2001-03-31,-0.037576315051218195,0.6071814517998837,0.011082043206476083
2001-04-30,0.038431701212250674,0.47794817577295073,-0.002280051863097092
2001-05-31,0.0039205281027366755,0.4336280026768726,-0.006862543188986828
2001-06-30,-0.010147600481755299,0.4697517321467374,-0.0031275244516820525
2001-07-31,-0.00462850447364436,0.5535743371801236,0.005539327088953383
2001-08-31,-0.036028254486686874,0.580371966625293,0.008310072235202894
2001-09-30,-0.06630807746443905,0.8158780691798058,0.03266026305712576
2001-10-31,0.012856583922700079,0.680157385498948,0.01862740144435397
2001-11-30,0.04687483147668528,0.6159569542633639,0.011989387675371686
2001-12-31,0.0054302633018949095,0.6499631179242805,0.015505460360041023
2002-01-31,-0.009444246984916149,0.6402932612061072,0.014505643991148107
2002-02-28,-0.012815752448091654,0.6428017629342944,0.014765010925150781
2002-03-31,0.020032323817848877,0.5260179520145227,0.0026901302746607826
2002-04-30,-0.032963675031142184,0.5475786726479104,0.004919404403808392
2002-05-31,-0.004453058086666173,0.5605168855194154,0.006257152975495103
2002-06-30,-0.040777067641101936,0.5711734617337881,0.0073589913631788295
2002-07-31,-0.047605390856505,0.6096088510943068,0.011333024541477884
2002-08-31,0.003778198717804299,0.6823513741726811,0.018854249251213543
2002-09-30,-0.08663010107138766,0.7898708376354618,0.029971241227179254
2002-10-31,0.06176652789208567,0.7104675775800078,0.021761328561389504
2002-11-30,0.03833668108175995,0.6657990726947652,0.01714282141491808
2002-12-31,-0.04241701671386376,0.7079741677837313,0.021503522060080143
2003-01-31,-0.017913986497855004,0.6654447029292607,0.01710618129681516
2003-02-28,-0.01140430057299408,0.6889891404032922,0.019540562143293624
2003-03-31,0.004896782372033401,0.5328013603533455,0.0033915018556164023
2003-04-30,0.05197596978406826,0.6371128757217006,0.014176807529618855
2003-05-31,0.03796732349316752,0.7412369426069016,0.02494273193797861
2003-06-30,0.007518071189971243,0.6401736393982804,0.01449327567535735
2003-07-31,0.008291384215602887,0.48570589725523067,-0.0014779410201599258
